time_s,speed_kmh,engine_temp_c,battery_v,vibration_g,fuel_pressure,true_anomaly,ai_anomaly,anomaly_score_norm
28,52.664566,20.0,12.879561,0.087021165,3.1749756,0,1,0.6184875602423574
29,56.054283,20.0,12.640638,0.11628483,3.5165825,0,0,0.3610604904895254
30,53.25344,20.0,12.658667,0.09394827,3.4170167,0,0,0.4537260973329582
31,78.09156,20.0,11.975132,0.13054915,3.8003905,0,0,0.506078385673276
32,59.731026,20.0,12.054654,0.13991551,3.7822714,0,0,0.4583057382388209
33,49.58503,20.0,11.548276,0.10697754,3.6570692,0,1,0.5605397747858676
34,68.68261,20.0,12.157186,0.10580477,3.4346774,0,0,0.40097105298292857
35,48.542603,24.25092,12.687011,0.12565805,3.8970761,0,0,0.5052071702237423
36,63.13237,20.0,12.555084,0.14881705,3.189393,0,0,0.39542733104983674
37,41.73852,20.0,12.333546,0.08696979,3.2192883,0,1,0.5319813798057186
38,48.34361,20.0,12.39331,0.14057645,3.4832435,0,0,0.3729863164608934
39,63.88305,20.0,12.193335,0.14828765,3.9508076,0,1,0.5542440457134632
40,69.58676,20.0,12.461428,0.15387508,3.4595323,0,0,0.37521684764800745
41,64.20211,20.0,12.629764,0.15647066,3.463351,0,0,0.3757554527015422
42,61.616898,20.0,11.915234,0.17484872,3.211618,0,1,0.5777508743840036
43,60.045895,20.0,12.489894,0.122901104,3.6891859,0,0,0.3662861945534863
44,48.553837,20.0,12.67973,0.12646835,3.6906352,0,0,0.4180947556293697
45,56.421276,20.0,12.27547,0.11988187,3.657815,0,0,0.34539639484814055
46,59.292492,20.0,12.61021,0.12968577,3.3741558,0,0,0.3559488437998356
47,74.74774,20.0,13.244396,0.16803133,3.3586586,0,1,0.6189881383368709
48,67.888794,20.0,12.368697,0.1070441,3.2413754,0,0,0.4120642771641301
49,47.09671,20.0,12.517992,0.10632736,3.5167744,0,0,0.3843693626461794
50,68.24084,20.0,12.178583,0.16166404,3.2839186,0,0,0.43656409145724384
51,61.420418,20.0,12.454375,0.15111095,3.2645166,0,0,0.3907254979250413
52,58.77159,20.0,12.538081,0.12212317,3.4152617,0,0,0.3302040938036812
53,71.92543,20.0,12.458453,0.15305077,3.4021688,0,0,0.3746097794703046
54,76.3848,20.0,10.055688,0.14501671,3.3924043,1,1,0.7424583850428704
55,75.65197,20.0,12.461908,0.16783147,3.593289,0,0,0.4288160109450583
56,58.20957,20.0,12.838658,0.13059498,3.5158095,0,0,0.39271283989190775
57,63.77038,21.269104,12.534591,0.15239783,3.4423687,0,0,0.3074173683043149
58,70.434044,20.0,12.688596,0.18805726,3.5366025,0,0,0.4943778443676684
59,77.13389,20.0,12.3288965,0.15052892,3.3016946,0,0,0.4017919409833558
60,62.841816,22.018269,12.62497,0.13240747,3.5210557,0,0,0.30727276477166743
61,66.03016,20.0,12.48378,0.14746402,3.5301206,0,0,0.34265403669957006
62,57.07462,20.291962,12.114727,0.1212317,3.1993906,0,0,0.38182896402358446
63,56.42514,20.0,12.495556,0.17597193,3.6991386,0,0,0.4961548897935718
64,76.75969,20.240747,12.102491,0.14198126,3.3237133,0,0,0.39266133169676165
65,82.44201,20.0,12.210135,0.13576233,3.5180619,0,0,0.38829181444391003
66,68.40262,20.0,12.456799,0.117487535,3.7328823,0,0,0.4071663977535198
67,79.39906,113.59696,12.489173,0.16164394,3.6851354,1,0,0.4387564788129361
68,73.21898,27.171406,12.04323,0.15395324,3.5068667,0,0,0.37424527223979964
69,63.388157,24.973629,12.716196,0.121746995,3.4275002,0,0,0.3037671296536759
70,73.687874,25.453999,12.571602,0.14837296,3.6895025,0,0,0.4023429458588744
71,85.686646,27.091686,12.188581,0.1126722,3.634939,0,0,0.4093220149733606
72,70.178154,21.637905,11.9387245,0.13878848,3.376327,0,0,0.408422817869885
73,86.410736,22.464334,12.356528,0.1522605,3.3410213,0,0,0.42324163912160073
74,44.792446,20.0,12.266217,0.15654282,3.0855289,0,0,0.49628634089965007
75,79.43223,20.462315,12.433942,0.12429974,3.5308063,0,0,0.3370838402572831
76,72.30465,25.403309,12.291065,0.11058527,3.4834604,0,0,0.344435355557442
77,68.662735,28.625181,11.797763,0.11642282,3.7272382,0,0,0.4458182065523124
78,72.786674,22.189365,12.283496,0.10966197,3.571811,0,0,0.37008270479358096
79,52.207226,20.916012,12.308314,0.15283675,3.766846,0,0,0.4591185449751324
80,70.097626,23.449482,12.590098,0.16602159,3.360527,0,0,0.4144596386324557
81,76.07446,26.73227,12.19054,0.14444156,3.7276301,0,0,0.41098057472698635
82,87.48879,20.0,12.903603,0.16817029,3.3942168,0,1,0.6108034322968964
83,67.73118,20.0,10.214649,0.13654476,3.6555192,1,1,0.7404899672288126
84,65.030464,21.808773,12.79335,0.130613,3.2082484,0,0,0.37912254699084924
85,68.29681,20.0,12.332705,0.12748764,3.547027,0,0,0.34464203668692917
86,82.664825,22.575054,12.657875,0.1351246,3.1030624,0,0,0.46075415819039
87,76.992165,24.65323,12.423941,0.107540056,3.4465725,0,0,0.34926202726689204
88,68.598305,23.401749,12.741867,0.13958426,3.5880709,0,0,0.3630768080079504
89,79.2172,33.205666,12.283792,0.13880193,3.3958063,0,0,0.2927591424261069
90,75.24128,27.851862,12.070414,0.15252785,3.2899125,0,0,0.3784186804635753
91,84.14028,27.994781,12.826151,0.14394061,3.6692238,0,0,0.4499066865746447
92,67.613945,29.87718,12.365955,0.1305529,3.4793074,0,0,0.26803555902589227
93,71.5358,21.345173,12.466468,0.118344046,0.71913606,1,1,0.8390907370024512
94,71.06656,32.507545,12.770426,0.13697633,3.5083792,0,0,0.32124551607444907
95,60.524967,27.20526,12.090413,0.14502722,4.0273337,0,1,0.5719967943964774
96,78.291046,31.208027,12.578648,0.116278745,3.7307005,0,0,0.38399837159389283
97,78.10733,22.767319,12.223032,0.14080314,3.7325146,0,0,0.41202781352141216
98,75.71207,20.62823,12.36035,0.1425169,3.5871093,0,0,0.341896416910237
99,73.47639,32.756317,12.421683,0.122376904,3.533297,0,0,0.25268257148479234
100,61.827053,30.818195,11.949933,0.73208493,3.0207834,1,1,0.8672757073745994
101,71.92996,24.69459,12.166348,0.14057721,3.364204,0,0,0.3626198109602481
102,72.86205,25.12465,12.805322,0.1137626,3.4038851,0,0,0.3912177264306347
103,68.41633,35.367672,12.665857,0.14120665,3.1250217,0,0,0.3545161262112241
104,74.97325,24.060387,12.381208,0.11957953,3.2685168,0,0,0.3483074246336961
105,80.770706,38.487164,12.472937,0.16164243,3.1038327,0,0,0.4277610346783327
106,95.733215,26.036453,12.311728,0.19462316,3.4923353,0,1,0.5858329808116527
107,78.75535,33.996674,12.806975,0.12216255,3.6637533,0,0,0.3961505723766897
108,79.720314,29.426172,12.339894,0.15054432,3.721355,0,0,0.399468159162919
109,76.53262,34.349144,12.469553,0.12373147,3.5829568,0,0,0.290111158476825
110,58.21865,28.87597,12.743809,0.1499284,3.3073208,0,0,0.35765094817902676
111,77.2675,31.04529,12.166788,0.11332859,3.113587,0,0,0.4363622898209909
112,78.2582,32.32595,12.867637,0.14874084,3.1486263,0,0,0.494991274902841
113,102.40854,27.371887,11.940862,0.1337445,3.2462034,0,1,0.5682162073055803
114,75.96969,36.347794,12.888892,0.13384515,3.322228,0,0,0.3797265819804245
115,81.02289,30.33782,12.2881975,0.11989095,3.4680502,0,0,0.2993994192088657
116,77.77135,32.020477,12.32719,0.15533268,3.297167,0,0,0.3604715794108788
117,66.53964,28.450674,11.832997,0.11653021,3.5677953,0,0,0.37385332634310997
118,89.75952,112.414764,12.263561,0.15591905,3.4535453,1,0,0.4550859871194797
119,85.952385,32.983253,12.088058,0.13609423,3.502109,0,0,0.352086261892275
120,86.44201,46.258484,12.217706,0.14093156,3.72805,0,0,0.3269618441265667
121,69.53334,38.374798,12.358807,0.13772179,3.2639537,0,0,0.28759768264462937
122,92.747536,34.611183,12.687338,0.13113727,3.583741,0,0,0.39966721048054654
123,64.7903,33.648087,12.462281,0.13660249,3.4972053,0,0,0.25779998783015035
124,84.76344,35.329266,12.492303,0.17298841,3.4333026,0,0,0.4154559495921758
125,100.88233,38.20627,12.071344,0.13487928,3.6770513,0,0,0.4886086894392855
126,69.15213,29.819675,12.135774,0.15801227,3.675803,0,0,0.38183053756745333
127,73.471054,41.54775,12.939617,0.16669749,3.3107018,0,0,0.4463501351947228
128,80.20388,39.804775,12.17944,0.12377884,3.463568,0,0,0.2723424233415984
129,74.242744,40.069847,12.896862,0.10802029,3.5562422,0,0,0.36929611372161997
130,63.837795,38.921673,12.327082,0.13795812,3.4453986,0,0,0.21981130236604418
131,80.093765,37.077072,12.400686,0.12909873,3.6170042,0,0,0.26937892485076587
132,68.84558,40.592308,12.721109,0.17179486,3.5562384,0,0,0.35884373990992147
133,84.26179,40.435394,12.781568,0.14282705,3.8665123,0,0,0.4695887102567461
134,70.385635,35.95376,12.366756,0.11914882,3.1939442,0,0,0.32211332414765204
135,95.13,35.1029,12.283527,0.124621816,3.4755127,0,0,0.3973793447345352
136,71.845634,38.726444,12.383224,0.15772092,3.3182995,0,0,0.2997224453516212
137,76.50182,46.207825,12.501388,0.12682724,3.6208215,0,0,0.22591518660012422
138,87.89861,32.512043,12.667391,0.14482588,3.1765656,0,0,0.4384598785024626
139,67.492546,31.61411,12.401269,0.15286233,3.5692625,0,0,0.29414305261520757
140,82.11025,40.018993,12.585666,0.13136995,3.3739903,0,0,0.28594435274949237
141,92.938286,39.69238,12.891508,0.14555056,3.3531675,0,0,0.47227458106427367
142,63.819958,40.546684,12.514393,0.13157861,3.2107003,0,0,0.2650485452965504
143,81.76577,41.14107,12.493496,0.15454938,3.4069848,0,0,0.3034020141541586
144,82.539635,39.04591,11.944326,0.15308471,3.7169,0,0,0.43360161331055525
145,87.777115,47.851143,11.610781,0.13948628,3.4949622,0,0,0.45840727001745796
146,67.60418,32.636494,12.516513,0.13507506,3.625536,0,0,0.2839755026435907
147,66.78063,36.73699,12.371552,0.12595475,3.8329284,0,0,0.380369883095772
148,85.21284,40.60095,12.245565,0.11305417,3.552751,0,0,0.32474939044216244
149,82.9682,33.1383,12.473059,0.14663611,3.38824,0,0,0.33594119033543446
150,82.50493,40.711273,12.381879,0.852105,3.5934505,1,1,0.7840351084518942
151,83.46284,50.13347,12.738334,0.124057025,3.3911407,0,0,0.2866135056724515
152,73.19318,42.16539,12.425834,0.121135995,3.3991156,0,0,0.23009646459235844
153,82.30774,43.448574,12.175923,0.12373932,3.1960216,0,0,0.33238006642992934
154,82.90441,36.227627,12.69705,0.15594405,3.6852515,0,0,0.4090765542390091
155,72.81537,39.679287,12.334861,0.1453774,3.4227996,0,0,0.260456049655194
156,98.59855,41.117023,12.557961,0.14612852,3.5364196,0,0,0.42493481273777023
157,84.65776,41.635597,12.256777,0.123968504,3.2928076,0,0,0.30672265636403495
158,67.98176,49.862823,12.205052,0.13583842,3.5871894,0,0,0.22008658705712836
159,86.432396,46.472755,12.42525,0.11192375,3.3476117,0,0,0.3109186772318916
160,70.08884,38.355965,12.403849,0.13791296,3.4716582,0,0,0.24456188987224003
161,87.67203,45.373985,12.543948,0.1612665,3.6755652,0,0,0.37936981699456085
162,91.349396,46.86003,12.3194065,0.12065072,3.6581519,0,0,0.30516547845267483
163,71.51561,50.29638,11.8490925,0.10510744,3.495594,0,0,0.33734995637038645
164,89.31193,52.724304,12.270168,0.17624474,3.1463737,0,0,0.46673465758809474
165,83.75846,39.97135,12.638145,0.12964404,4.0985622,0,1,0.5275960426638845
166,87.80048,41.217003,12.310787,0.1666192,3.8491719,0,1,0.5069323124284277
167,98.49379,39.20712,12.326085,0.14616695,3.644535,0,0,0.4341279371170196
168,77.01473,44.54787,12.695913,0.13526827,3.3493593,0,0,0.26611504754051163
169,71.87077,48.271976,12.186408,0.14470366,3.4772816,0,0,0.22855978311149427
170,70.44929,51.09831,11.937159,0.117544666,3.391316,0,0,0.2738378750011762
171,71.1194,46.00258,12.35181,0.13820966,3.7527711,0,0,0.2908667176084151
172,78.43635,45.003044,12.254747,0.1315884,3.5525005,0,0,0.24605475945271615
173,82.54555,47.58025,12.1101265,0.11486291,3.3431673,0,0,0.33225660524570166
174,81.8244,42.864174,9.374357,0.14766185,3.405849,1,1,0.7458238941055229
175,87.24961,57.70525,12.547452,0.13835865,3.7242377,0,0,0.2920360939806038
176,79.024895,39.436157,12.397213,0.13637196,3.8200195,0,0,0.3790333319573155
177,93.34415,48.614307,12.492094,0.12246885,3.8056662,0,0,0.3968893236601728
178,76.07302,58.024017,12.944022,0.16986452,3.6514065,0,0,0.361472324354594
179,105.8289,48.15461,12.297136,0.17044874,3.449475,0,0,0.47743199873466424
180,84.78837,47.38427,12.483504,0.1616773,2.8516972,0,0,0.46311844949479064
181,69.86147,46.760326,12.247236,0.12882183,3.559432,0,0,0.21890935785883825
182,67.62237,47.857925,12.146092,0.09922753,3.4996343,0,0,0.3016104872540911
183,83.05115,55.835682,12.224527,0.18058391,3.5279963,0,0,0.3239826179295786
184,75.883835,38.122925,12.256372,0.13671997,3.5107794,0,0,0.2549020952070705
185,85.14742,57.05943,12.507843,0.12759772,3.2347476,0,0,0.27802559328031273
186,82.62567,42.48174,13.104723,0.14964887,3.6114817,0,0,0.47197451880732044
187,77.04783,48.476753,12.185187,0.16186634,3.6264431,0,0,0.2870062187654945
188,69.18796,47.87152,12.275012,0.13413297,3.6364677,0,0,0.2158287014914233
189,62.384167,53.16747,12.381063,0.1567636,3.6893153,0,0,0.266678557477655
190,72.94121,42.440266,12.51874,0.1581306,3.6208103,0,0,0.3054026165061574
191,85.84107,52.94717,12.479065,0.12139291,3.417994,0,0,0.2471140231622312
192,79.28574,60.96251,12.785229,0.12616706,3.4858327,0,0,0.2397970451963013
193,64.55218,44.228973,11.672082,0.15142684,3.518225,0,0,0.3815030637906759
194,78.603165,52.196487,11.683921,0.08504933,3.52154,0,1,0.5189050319049735
195,80.58337,48.140385,12.251237,0.13730258,3.6996436,0,0,0.2679645531442736
196,67.74753,53.781303,12.72919,0.10525714,3.6287336,0,0,0.26492772245577245
197,77.97636,51.94841,11.9303055,0.1294571,3.9154687,0,0,0.4543907056487242
198,76.871284,48.845272,11.49771,0.13245924,3.9412937,0,1,0.5722947855917151
199,64.70671,54.691338,12.571354,0.12518848,3.51593,0,0,0.1730768259964216
200,79.55863,61.47221,12.473097,0.12873408,2.7326689,0,0,0.33678859214681867
201,81.4301,51.693672,12.072937,0.11877217,3.7473664,0,0,0.32781765526645956
202,86.49144,56.443935,12.104338,0.18908395,3.3919246,0,0,0.3848172430723209
203,86.0348,46.574966,12.1090765,0.18036664,3.3397033,0,0,0.41906432613341205
204,61.55314,48.454567,12.433161,0.10753525,3.420311,0,0,0.2057485269290611
205,65.78187,55.793427,12.212106,0.16453327,3.4106715,0,0,0.23224320039922075
206,80.137985,61.045853,12.548219,0.13207968,3.622454,0,0,0.20545224465926148
207,79.95028,55.596447,11.543612,0.14255889,3.1881127,0,0,0.44297095489004357
208,79.78495,52.44543,12.142944,0.138627,3.2844558,0,0,0.2642563712363051
209,112.98115,54.19875,12.062183,0.1432956,0.7201711,1,1,1.0
210,79.979416,48.141064,12.323098,0.15966675,3.6245887,0,0,0.2768955395813868
211,85.44018,57.605713,12.238585,0.14523782,3.6283083,0,0,0.26556701721674225
212,83.43592,59.184074,12.639353,0.13218695,3.3425927,0,0,0.2569732422025436
213,80.21857,52.700462,11.842199,0.114017494,3.3043468,0,0,0.3659918481457639
214,70.35811,52.79844,12.413648,0.11730716,3.398673,0,0,0.1853379469307731
215,80.90407,56.665016,12.567501,0.10762443,3.5479746,0,0,0.24206207466992224
216,65.387146,53.33824,12.956994,0.13293804,3.7970955,0,0,0.3463156381444037
217,70.54569,55.37662,12.25547,0.11133953,3.0905125,0,0,0.268954809551472
218,67.85622,66.39057,12.497337,0.1286169,3.4558542,0,0,0.11541831218376464
219,73.322075,54.84075,11.858841,0.16406308,3.2334642,0,0,0.38753056193291024
220,95.440926,54.46734,11.682413,0.17170645,3.1695514,0,1,0.6075638811187127
221,53.410255,53.203724,12.653432,0.12605959,3.6933913,0,0,0.2165546190356884
222,78.73166,60.34402,12.398332,0.13762413,3.6089249,0,0,0.2024153416060528
223,55.525642,55.89782,12.753553,0.16536032,3.5898867,0,0,0.27425829145310043
224,66.71485,53.737186,11.987979,0.14377256,3.684205,0,0,0.28767913526336253
225,82.10271,63.76993,12.55597,0.13449523,3.4040563,0,0,0.2189708844606313
226,71.6327,64.44002,12.960646,0.10729599,3.4134724,0,0,0.2930344813104312
227,59.98685,54.517727,12.525911,0.1378709,3.9371462,0,0,0.3497897151378214
228,63.383377,48.36423,12.482974,0.6859038,3.4506857,1,1,0.6543999471838506
229,77.10225,62.910824,12.402567,0.1259181,3.6470265,0,0,0.193664414852304
230,62.77025,54.62568,11.928736,0.13720918,3.5012763,0,0,0.24724756088017652
231,72.003944,62.176777,12.806672,0.1287305,3.1303482,0,0,0.2608477498455012
232,70.05834,48.547203,12.2167425,0.13134852,3.0910742,0,0,0.2727797852975895
233,62.84773,63.034023,12.551345,0.08166742,3.3842032,0,0,0.25682933998076896
234,90.56216,52.687748,11.931089,0.14084545,3.7112203,0,0,0.4086176371601242
235,75.218796,62.569244,12.046162,0.15699677,3.6576583,0,0,0.24780959662901414
236,48.383003,59.15786,12.830526,0.11156346,3.6828156,0,0,0.23756496498247004
237,70.25175,54.48712,12.29581,0.1361764,3.3025908,0,0,0.19521472725502698
238,61.520103,57.391212,12.835982,0.11564104,3.8231745,0,0,0.2980817654536907
239,76.41108,63.026814,12.376531,0.14541438,3.3070214,0,0,0.18041133845539947
240,59.70835,60.292786,11.84743,0.1255237,3.5425649,0,0,0.21813513564282017
241,66.23107,62.852722,12.667621,0.1143307,3.4979296,0,0,0.17371465615024018
242,72.17128,69.97947,12.223032,0.16273667,3.4652252,0,0,0.16947518911276005
243,75.52006,52.441917,12.609607,0.15633866,3.7677183,0,0,0.3022846900750915
244,54.59878,68.51431,12.407563,0.115201265,3.3589778,0,0,0.12591959771944494
245,62.994152,61.114418,11.937064,0.14145285,3.230079,0,0,0.25679639739241544
246,61.325344,56.262375,12.449288,0.14141092,3.503999,0,0,0.15796956011322238
247,59.275387,54.267635,13.0588665,0.14248371,3.4200346,0,0,0.3456712373657177
248,83.19535,60.13579,12.547896,0.10771255,4.1754766,0,0,0.49939737937227524
249,69.32106,65.85109,12.382745,0.15479265,3.6353016,0,0,0.1819812862858382
250,52.39115,60.76582,12.722603,0.1148016,3.4181318,0,0,0.1924360627787931
251,73.90573,69.11932,12.463201,0.1297963,3.2887776,0,0,0.13975008128066913
252,85.67417,54.466938,12.46286,0.19559473,3.1239424,0,0,0.5014981646735376
253,74.501175,61.820908,12.072513,0.14328806,3.2949562,0,0,0.20750076532561434
254,48.70518,55.7772,12.470155,0.11662614,3.5229883,0,0,0.15454963592449766
255,58.77737,64.01441,12.710633,0.0852828,3.7854657,0,0,0.32957575315798937
256,76.00816,66.787056,12.149181,0.16579936,3.7243378,0,0,0.25910040438828374
257,55.980236,60.40446,12.827349,0.10108593,3.545819,0,0,0.2263144697880991
258,67.21157,49.642124,12.372488,0.113537,3.4353664,0,0,0.19787765964176596
259,70.23476,63.812145,12.133669,0.12849033,3.5537624,0,0,0.17765264357531763
260,52.932793,65.15459,12.699289,0.15479463,3.3962724,0,0,0.18686947977411728
261,61.319183,65.14515,12.313962,0.1461244,3.8436728,0,0,0.24661950596500415
262,29.212791,69.45465,12.627854,0.111449644,3.462162,0,0,0.13313755551172302
263,51.091343,58.071827,12.312472,0.13171153,3.4827325,0,0,0.13970484936871885
264,58.51805,66.97881,12.382052,0.11725131,3.0568354,0,0,0.18157374457237108
265,48.273197,69.69021,12.548068,0.12692967,3.460913,0,0,0.08715398739879232
266,76.78127,54.983967,12.487269,0.13985737,3.667297,0,0,0.22555877265157798
267,45.860725,65.623695,11.80134,0.14230576,3.2864554,0,0,0.239979111394654
268,55.465553,61.652355,12.063627,0.14707635,3.349856,0,0,0.17544578444460246
269,60.876183,63.91277,9.500414,0.14031763,3.6585422,1,1,0.6705559299497383
270,73.683235,66.205185,12.360359,0.12959467,3.2046685,0,0,0.16888256114949685
271,44.612602,62.17639,12.242881,0.13714275,3.7115602,0,0,0.17840772625245194
272,70.30259,61.37903,11.992428,0.13331193,3.3935711,0,0,0.20242838057771395
273,58.472057,65.07266,12.076079,0.10759774,3.4222863,0,0,0.15420287230287255
274,48.252506,59.609318,11.793461,0.1160605,3.2752242,0,0,0.28001776198489425
275,62.385605,59.759373,12.369616,0.13288334,3.5756092,0,0,0.14605456986964527
276,59.451294,68.72763,12.2204685,0.14792997,3.9919744,0,0,0.311077855791589
277,51.15383,59.728374,12.1100235,0.12190635,3.6562994,0,0,0.17820614023651027
278,57.548542,68.9448,12.379563,0.1045903,3.327143,0,0,0.1407753145129148
279,52.691154,68.06641,12.5091915,0.1274804,3.7271242,0,0,0.15667050308689234
280,57.372524,57.263943,13.02796,0.13095538,3.436664,0,0,0.29073574892714116
281,62.55103,62.644005,11.946435,0.13499227,3.774897,0,0,0.26332832244016857
282,71.481606,72.14055,12.747814,0.15413824,3.6613352,0,0,0.20644174344028088
283,42.934383,61.40167,12.691931,0.14184566,2.9113717,0,0,0.2970772953366284
284,76.33339,64.1223,12.166272,0.12628248,3.299184,0,0,0.20543905773227278
285,35.172153,68.89078,12.460971,0.1052632,3.688877,0,0,0.14759925347686786
286,52.864635,70.632904,12.26271,0.10562834,3.5303314,0,0,0.11517581191158444
287,59.95463,65.59307,12.455707,0.14395364,3.2952487,0,0,0.14891832395494242
288,56.569912,63.997364,12.852739,0.15726136,3.3732822,0,0,0.24852801838301508
289,47.22112,74.23024,12.581682,0.11730892,3.1187527,0,0,0.17160953629973397
290,51.054634,75.94572,12.552583,0.12069871,3.4823253,0,0,0.07442226437645194
291,47.89324,72.27767,12.270907,0.15328227,3.942138,0,0,0.2964837308923348
292,46.616684,67.941475,11.954783,0.1334195,3.6609867,0,0,0.18258523968276785
293,60.69316,63.60441,12.33746,0.1390713,3.9380834,0,0,0.3077181045917621
294,55.45386,63.62371,12.761983,0.1039086,3.6764793,0,0,0.20642394009354426
295,44.640984,70.51804,11.94185,0.13589506,3.7054958,0,0,0.16075540467702654
296,60.25227,70.12635,12.083473,0.11154341,3.8948157,0,0,0.27423208081037154
297,54.015316,75.1706,12.4378805,0.10432726,3.5754526,0,0,0.10453407303727558
298,58.75689,71.54246,12.104604,0.122443005,3.4625545,0,0,0.10079880666969998
299,56.610435,60.90176,12.162243,0.116589375,3.7065315,0,0,0.18575967456325948
300,41.710045,73.80321,12.272921,0.11642303,3.7907681,0,0,0.15254512853266788
301,44.084038,63.67885,11.9903145,0.09322239,3.404007,0,0,0.2376196251359457
302,56.84466,66.87433,12.107763,0.14759865,3.3556862,0,0,0.1569416406401295
303,55.161377,70.16958,12.611029,0.15013441,3.5277712,0,0,0.12032115800936616
304,48.53471,79.02068,12.007789,0.0853205,3.6662998,0,0,0.17908902027040086
305,49.603195,84.71507,11.920638,0.14437075,3.6596181,0,0,0.10060638805743394
306,60.89293,72.3216,12.210993,0.11423589,3.2151666,0,0,0.14891689243337958
307,41.887135,68.49388,12.619587,0.13808309,3.8823211,0,0,0.23544283448007874
308,52.960636,72.20365,12.340923,0.12511139,3.371767,0,0,0.11537199520757735
309,45.15482,74.09003,12.260626,0.12315293,3.446987,0,0,0.0846538593791265
310,44.687336,68.16842,12.413307,0.11864172,3.3194692,0,0,0.13402473334164522
311,57.539654,78.86721,11.876287,0.15301241,4.0396657,0,0,0.3408098363017398
312,54.49416,71.16028,12.548411,0.10245532,3.5484142,0,0,0.1173596337326025
313,54.063625,72.616806,12.515031,0.13918862,3.329805,0,0,0.13623496241898114
314,58.672295,73.57526,12.277207,0.15136275,3.6727848,0,0,0.1588133245528337
315,45.517006,72.470505,12.701777,0.1370853,3.6538272,0,0,0.1394053500634994
316,51.816467,74.6736,12.061751,0.17240222,3.4624546,0,0,0.22419069347292075
317,41.584785,67.50836,12.738373,0.11021346,3.6681213,0,0,0.18936621680499743
318,47.62022,67.918236,12.446348,0.14295621,3.3349416,0,0,0.14343923344814236
319,42.76885,65.3235,12.299034,0.11926261,3.4014163,0,0,0.11699495231493762
320,44.732605,73.1357,12.394038,0.14703444,3.0979567,0,0,0.15950308222619036
321,49.407265,74.9462,12.367821,0.12454985,3.2352097,0,0,0.13596960207784758
322,34.96727,73.4531,10.49553,0.10972612,3.8615263,1,1,0.5611214162764462
323,63.767868,79.64884,12.076996,0.15800537,3.8282857,0,0,0.2243716853429889
324,32.479134,71.35995,12.171245,0.10640833,3.5131578,0,0,0.10404752403884299
325,30.093542,74.84259,12.710891,0.08679225,3.8325863,0,0,0.3043568112023004
326,53.51352,66.15074,12.221339,0.11641982,0.6637835,1,1,0.7816539220018404
327,49.546894,69.78353,12.67016,0.1371541,3.451318,0,0,0.11180310018945339
328,47.570244,75.30593,12.909831,0.1516259,3.5113022,0,0,0.19918754304818886
329,47.312233,76.18238,12.279462,0.1258787,3.4750156,0,0,0.06178151511383734
330,40.607025,70.57508,12.604408,0.14666745,3.4569607,0,0,0.09107081346476364
331,31.458677,71.794395,12.053892,0.08856584,3.7286797,0,0,0.21877877741825147
332,40.89204,64.669914,12.62642,0.11158076,3.5300272,0,0,0.13826593110648566
